No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
159,EMN,Eastman Chemical Co.,Basic Materials,Chemicals - Major Diversified,USA,7704.94,13.08,8.9,1.66,1.07,3.63,2.57,23.78,1.87%,24.13%,4.26,59.67%,19.24%,12.34%,7.90%,1.15%,-17.00%,-1.70%,138.23,137.61,0.39%,42.21%,87.14%,-1.42%,2.83%,1.9,8.19%,29.83%,9.55%,5.15,4.29,1.8,1.81,22.97%,13.87%,8.34%,4.17%,15.64%,23.26%,4.46%,52.67%,44.22%,1.98,1.2,1.87%,2.35%,5.22%,11.06%,17.34%,-0.85%,22.69%,-0.85%,74.87%,69.14,-0.18%,0.56%,1.8,2045.73,0.92,55.74,0.38%,1875980,7/30/12 16:30
160,EMR,Emerson Electric Co.,Industrial Goods,Industrial Equipment & Components,USA,38046.11,15.95,13.91,1.51,1.57,3.68,16.6,32.08,3.06%,47.05%,3.28,25.18%,11.57%,7.86%,10.57%,4.18%,15.65%,3.12%,727.32,724.49,0.24%,1.75%,71.58%,-1.45%,1.45%,2.65,10.21%,22.67%,14.36%,1.35,1.03,0.36,0.56,39.61%,14.90%,10.19%,1.75%,13.87%,11.73%,2.29%,26.72%,14.97%,1.23,0.9,1.10%,1.71%,6.74%,11.80%,8.11%,-0.13%,20.94%,-0.40%,36.68%,77.33,-0.19%,0.33%,2.2,3948.8,0.77,52.31,0.13%,3050472,8/7/12 8:30
161,EOG,"EOG Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,29370.07,21.24,20.45,1.55,2.58,2.2,104.75,,0.63%,12.87%,5.12,549.16%,18.22%,-4.79%,13.75%,20.85%,33.58%,13.19%,270.02,268.32,0.83%,3.22%,91.05%,-1.83%,1.25%,1.26,5.53%,10.86%,6.17%,1.1,0.87,0.38,0.38,88.95%,22.02%,12.14%,-1.43%,11.90%,7.54%,-5.62%,26.86%,10.98%,1.08,2.87,1.77%,2.73%,3.91%,12.13%,5.85%,-2.50%,32.13%,-9.02%,63.96%,61.69,-1.37%,0.65%,1.9,2659.76,0.57,108.77,-0.73%,1507724,8/3/12 16:30
162,EQR,Equity Residential,Financial,REIT - Residential,USA,18518.84,172.34,42.18,22.01,8.78,3.09,415.31,,2.24%,319.73%,0.35,164.86%,-2.72%,33.38%,7.83%,3.16%,178.51%,13.20%,307.01,300.84,1.14%,-2.78%,,-0.68%,3.04%,5,0.79%,2.07%,0.84%,,,1.6,1.6,64.29%,29.77%,6.19%,1.69%,-5.68%,-2.11%,7.18%,9.63%,6.95%,1.18,0.83,0.98%,1.38%,-2.01%,-2.64%,2.15%,-8.22%,2.81%,-8.22%,27.18%,42.44,0.27%,0.08%,2.8,1828.46,0.61,60.32,0.35%,1120460,7/25/12 16:30
163,EQT,EQT Corporation,Utilities,Gas Utilities,USA,8468.29,22.83,24.61,1.48,5.22,2.32,8.62,,1.55%,35.25%,2.48,103.72%,48.39%,12.54%,15.45%,5.28%,-64.17%,-8.15%,149.59,147.72,0.36%,-1.82%,82.16%,0.80%,2.57%,2.26,4.65%,10.85%,5.02%,1.74,1.63,0.69,0.75,69.42%,33.34%,23.00%,2.80%,1.00%,22.37%,8.49%,10.96%,4.66%,0.83,1.37,1.80%,2.46%,1.78%,5.76%,9.18%,-2.63%,25.19%,-21.27%,30.07%,58.69,-0.04%,0.28%,1.9,1679.88,0.84,56.61,0.25%,1415516,7/26/12 8:30
164,ESRX,Express Scripts Inc.,Healthcare,Health Care Plans,USA,49488.18,30.37,13.63,1.66,0.78,2.23,34.85,19.12,,0.00%,2.01,14.09%,21.41%,24.73%,18.31%,16.43%,-68.53%,143.74%,810.75,805.8,0.15%,-0.22%,81.48%,26.23%,1.34%,2.13,3.09%,8.80%,4.16%,0.75,0.64,0.74,0.82,7.30%,3.59%,1.66%,0.11%,7.07%,16.89%,18.23%,34.81%,36.59%,1.08,1.38,1.46%,2.18%,3.78%,8.13%,16.62%,-2.80%,18.57%,-2.80%,77.08%,63.02,1.55%,-0.10%,1.9,5063.22,1.04,61.04,1.45%,5252134,8/7/12 16:30
165,ESV,Ensco plc,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,13160.79,12.63,8.13,0.82,3.28,1.15,58.05,,2.64%,32.63%,4.49,-18.74%,30.47%,-6.96%,15.43%,11.73%,148.39%,90.00%,231.99,230.79,0.48%,8.79%,89.75%,3.97%,1.48%,0.92,5.87%,9.37%,6.28%,1.27,1.09,0.42,0.43,50.12%,32.45%,26.06%,1.65%,12.69%,19.71%,1.87%,39.63%,22.74%,1.32,1.35,1.91%,2.24%,3.18%,13.84%,11.94%,-2.22%,35.62%,-3.85%,55.07%,63.75,-1.51%,0.58%,1.9,3703.62,0.56,56.73,-0.94%,2073105,7/26/12 8:30
166,ETFC,E*TRADE Financial Corporation,Financial,Investment Brokerage - National,USA,2480.22,15.23,14.97,0.84,1.1,0.49,1.16,2.9,,0.00%,0.57,501.25%,31.82%,-48.11%,18.14%,-8.74%,-16.27%,-11.11%,285.74,284.77,0.10%,146.88%,88.23%,4.14%,3.93%,1.96,0.35%,3.37%,0.44%,,,0.84,1.76,54.41%,14.68%,7.41%,0.12%,20.56%,-1.03%,-6.87%,-14.06%,9.05%,2.15,0.26,2.23%,2.81%,8.66%,10.20%,-3.38%,-1.48%,22.60%,-30.28%,22.60%,64.75,-0.23%,0.23%,2.7,5721.55,1.02,8.68,0.00%,5830790,7/19/12 16:30
167,ETN,Eaton Corporation,Industrial Goods,Industrial Electrical Equipment,USA,15421.57,10.93,9.5,1.19,0.95,1.94,13.1,30.3,3.33%,34.15%,4.18,43.92%,11.09%,6.07%,9.20%,5.58%,15.77%,-0.54%,337.6,336.08,0.42%,20.37%,85.68%,8.19%,8.95%,5.44,7.75%,17.65%,9.67%,1.66,1.2,0.46,0.55,30.26%,9.94%,8.78%,-0.15%,13.58%,7.99%,-10.94%,24.57%,7.53%,1.52,0.93,1.56%,1.70%,2.85%,11.72%,2.21%,-1.51%,26.66%,-12.45%,42.51%,68.17,-0.98%,0.15%,2,5533.34,0.49,45.68,-0.83%,2699655,7/23/12 8:30
168,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,12233.89,12.39,12.81,12.52,1.13,1.31,38.13,,4.81%,58.95%,5.57,13.40%,-2.00%,7.09%,0.99%,0.54%,16.55%,-10.16%,177.2,176.44,0.34%,13.15%,81.93%,1.99%,1.24%,1.97,2.54%,11.29%,2.72%,1.05,0.68,1.29,1.35,11.05%,11.40%,9.43%,-2.91%,-1.62%,8.84%,4.83%,17.59%,-1.97%,0.52,0.91,0.94%,1.30%,-2.76%,0.35%,3.36%,-6.25%,6.30%,-6.25%,18.66%,41.38,-0.65%,0.03%,2.8,1113.47,0.7,69.04,-0.62%,780115,7/31/12 8:30
169,EW,Edwards Lifesciences Corp.,Healthcare,Medical Appliances & Equipment,USA,11532.82,47.69,29.14,1.78,6.46,8.01,22.79,50.63,,0.00%,2.09,8.40%,29.06%,13.50%,26.72%,10.11%,18.27%,11.78%,115.71,114.97,0.83%,-4.95%,91.24%,2.93%,2.75%,3.21,12.14%,17.56%,14.23%,4.5,3.56,0.13,0.13,71.85%,16.91%,13.88%,2.15%,-0.82%,19.42%,34.02%,46.49%,40.98%,0.52,2.55,1.61%,2.60%,-0.64%,-0.73%,23.24%,-6.80%,15.04%,-6.80%,61.83%,48.51,0.21%,0.13%,2.1,986.59,0.65,99.67,0.34%,637425,7/24/12 16:30
170,EXC,Exelon Corporation,Utilities,Diversified Utilities,USA,31974.73,15.42,13.82,,1.6,1.44,23.7,142.11,5.61%,110.45%,2.43,-2.95%,-2.17%,9.79%,-1.48%,3.87%,-64.22%,32.43%,853.57,853.01,0.12%,206.41%,61.46%,1.43%,0.99%,1.41,2.62%,9.37%,2.90%,1.45,1.33,0.82,0.88,29.06%,16.65%,8.52%,-1.52%,-3.23%,2.43%,-2.14%,-5.55%,-10.40%,0.53,0.51,0.81%,1.46%,-1.45%,-0.14%,-2.98%,-4.63%,4.68%,-14.07%,4.68%,45.86,-0.58%,0.00%,2.7,5984.66,0.73,37.46,-0.58%,4373647,8/1/12 8:30
171,EXPD,Expeditors International of Washington Inc.,Services,Air Delivery & Freight Services,USA,8105.79,22.92,20.05,1.86,1.35,3.97,5.94,25.2,1.45%,31.20%,1.68,12.80%,14.29%,11.14%,12.33%,5.83%,-10.61%,-4.83%,210.54,208.03,1.11%,4.47%,91.51%,0.12%,2.88%,3.52,12.29%,18.39%,17.81%,2.72,,0,0,31.04%,9.57%,5.99%,3.97%,3.24%,1.13%,-11.02%,-3.82%,-5.34%,0.89,0.81,1.66%,2.08%,5.48%,2.43%,-6.27%,-4.94%,10.54%,-18.32%,10.54%,63.24,0.16%,-0.13%,2.6,1702.96,0.65,38.5,0.03%,1110159,8/7/12
172,EXPE,Expedia Inc.,Services,Lodging,USA,7005.54,20.4,14.75,1.63,1.91,3.14,2.93,8.05,1.01%,17.49%,2.53,11.59%,17.40%,10.94%,12.49%,9.04%,20.84%,13.83%,135.74,95.74,4.26%,6.44%,89.66%,-9.45%,9.37%,2.32,4.63%,13.95%,8.13%,0.89,,0.56,0.56,77.63%,13.75%,9.83%,-1.34%,11.28%,21.06%,57.11%,32.27%,78.70%,1.75,2.09,2.94%,3.69%,-3.90%,3.52%,30.51%,-13.26%,18.81%,-13.26%,90.07%,47.36,-1.34%,-0.25%,2.8,3876.31,0.66,51.61,-1.58%,2553612,7/26/12 16:30
173,F,Ford Motor Co.,Consumer Goods,Auto Manufacturers - Major,USA,36347.32,2.16,6.35,0.29,0.27,2.15,2.41,7.88,2.10%,2.15%,4.42,197.00%,19.05%,18.61%,7.48%,-3.17%,-55.51%,-6.52%,3813.99,3725.63,0.42%,53.31%,53.66%,-2.63%,3.02%,2.71,10.14%,158.42%,15.75%,,,5.86,5.86,13.47%,4.61%,13.28%,0.95%,4.50%,-5.92%,-21.63%,-3.44%,-10.18%,2.31,0.18,1.43%,2.14%,3.16%,-0.15%,-12.81%,-11.25%,8.53%,-26.17%,8.53%,54.64,-1.24%,0.21%,2.1,41481.88,0.63,9.53,-1.04%,26067536,7/25/12 7:00
174,FAST,Fastenal Company,Industrial Goods,General Building Materials,USA,12921.02,32.56,25.66,1.9,4.31,8.08,60.64,206.01,1.74%,45.46%,1.34,34.43%,17.24%,12.94%,17.13%,8.87%,18.84%,14.70%,296.15,270.18,8.05%,-1.20%,79.88%,-2.18%,5.64%,7.17,23.12%,26.85%,26.30%,6.55,3.4,0,0,51.49%,21.20%,13.23%,3.19%,-0.55%,-0.48%,-14.25%,47.20%,1.23%,0.95,1.02,2.36%,2.21%,1.39%,5.08%,-2.59%,-3.56%,16.52%,-20.10%,48.33%,57.03,-0.71%,0.62%,3.1,2123.73,0.44,43.63,-0.09%,940096,7/12/12 7:00
175,FCX,Freeport-McMoRan Copper & Gold Inc.,Basic Materials,Copper,USA,34638.13,10.99,7.54,2.24,1.88,2.09,7.68,68.45,3.43%,33.75%,3.32,4.51%,42.77%,7.57%,4.90%,29.24%,-47.94%,-23.03%,949.25,941.36,0.38%,2.27%,73.17%,0.86%,2.48%,1.41,12.61%,20.38%,15.49%,3.46,2.09,0.21,0.21,39.82%,34.30%,21.98%,4.23%,11.86%,14.64%,-15.79%,-9.50%,1.62%,1.99,1.04,2.12%,2.77%,6.54%,8.40%,-1.58%,-0.22%,17.41%,-24.12%,30.50%,64.81,1.39%,1.78%,1.7,16567.11,1.52,36.49,3.20%,25235042,7/19/12 8:30
176,FDO,Family Dollar Stores Inc.,Services,"Discount, Variety Stores",USA,7510.59,18.1,15.19,1.24,0.83,5.72,52.93,,1.31%,21.72%,3.55,19.01%,15.89%,19.93%,14.60%,5.98%,16.88%,9.59%,116.86,106.59,0.10%,-89.72%,89.74%,3.18%,4.11%,2.61,13.45%,33.76%,19.70%,1.65,0.31,0.39,0.41,35.00%,7.55%,4.63%,1.58%,-2.84%,-0.34%,19.08%,36.34%,12.22%,0.21,1.33,1.86%,1.87%,-1.64%,-5.00%,4.32%,-14.00%,2.83%,-14.00%,40.43%,40.83,-0.71%,-0.12%,2.4,1678.19,0.64,64.27,-0.83%,1077676,6/28/12 8:30
177,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,28357.34,14.09,10.64,1,0.66,1.94,9.97,42.71,0.62%,8.12%,6.41,40.03%,16.30%,-0.25%,14.10%,3.92%,-0.94%,4.32%,314,293.37,5.14%,0.56%,78.50%,0.51%,1.73%,2.6,7.09%,13.55%,8.64%,1.69,1.6,0.08,0.11,25.36%,7.46%,4.76%,3.12%,1.18%,4.15%,-0.18%,24.50%,8.48%,1.24,1.49,1.40%,1.50%,1.33%,0.72%,2.35%,-3.07%,5.71%,-6.79%,41.60%,53.68,0.32%,0.04%,1.8,1952.38,0.94,90.31,0.37%,1835811,9/18/12 7:30
178,FE,FirstEnergy Corp.,Utilities,Electric Utilities,USA,19133.57,16.76,14.81,4.19,1.15,1.42,203.55,,4.81%,80.22%,2.73,-9.28%,-8.31%,-10.52%,4.00%,7.17%,-7.66%,-4.70%,418.22,416.9,0.22%,26.02%,73.51%,4.04%,1.42%,2.29,2.40%,8.66%,2.73%,0.59,0.44,1.12,1.38,-7.23%,13.28%,6.92%,-0.80%,-7.28%,-3.01%,6.99%,16.03%,7.02%,0.44,0.74,0.91%,1.72%,-3.99%,-4.83%,2.36%,-9.53%,0.84%,-9.53%,17.42%,33.94,-0.22%,-0.30%,2.6,2572.9,0.66,45.75,-0.52%,1685630,8/7/12 8:30
179,FFIV,"F5 Networks, Inc.",Technology,Application Software,USA,8085.56,29.74,19.75,1.48,6.08,6.31,15.56,18.63,,0.00%,3.44,58.85%,16.67%,30.09%,20.16%,23.93%,18.32%,21.30%,79.03,78.69,0.61%,-44.62%,92.60%,19.01%,4.83%,1.85,16.02%,22.48%,20.84%,1.75,1.71,0,0,82.74%,31.13%,20.69%,5.49%,9.32%,-12.21%,-19.17%,47.74%,-3.59%,1.51,3.82,2.97%,3.45%,4.87%,5.06%,-9.86%,-2.53%,15.87%,-26.64%,48.25%,55.34,-0.28%,0.90%,2.3,2050.66,0.62,102.31,0.62%,1274776,7/18/12 16:00
180,FHN,First Horizon National Corporation,Financial,Regional - Southeast Banks,USA,2137.28,,10.11,,2.61,0.96,6.46,1908.28,0.47%,,-0.13,336.69%,,-22.05%,10.51%,-18.60%,-909.61%,-2.91%,248.81,246.82,1.27%,-1.56%,76.92%,-5.21%,5.33%,2.39,-0.06%,-1.19%,,,,1.03,2.54,,-5.85%,-1.09%,1.06%,8.60%,-1.26%,-8.52%,35.92%,7.64%,0.85,0.21,1.72%,2.32%,3.31%,3.23%,-0.93%,-4.02%,15.61%,-21.77%,60.20%,58.27,-0.58%,0.12%,2.7,5497.57,0.45,8.59,-0.46%,2467070,7/20/12 8:30
181,FII,"Federated Investors, Inc.",Financial,Asset Management,USA,2106.35,13.31,11.49,2.03,2.36,3.6,10.41,129.62,4.75%,65.40%,1.52,-15.99%,7.98%,-4.20%,6.55%,-1.77%,-4.50%,2.81%,104.12,92.36,4.46%,1.98%,86.79%,-1.71%,14.28%,13.97,14.42%,27.40%,16.80%,2.32,,0.51,0.58,,30.04%,18.44%,0.65%,0.15%,3.06%,6.31%,30.26%,38.37%,0.93,0.5,2.04%,2.43%,1.01%,-2.31%,6.15%,-11.22%,5.94%,-13.39%,45.95%,48.71,1.56%,0.56%,3.5,944.19,1.21,20.23,2.12%,1138010,7/26/12 16:30
182,FIS,"Fidelity National Information Services, Inc.",Services,Business Services,USA,9421.63,18.7,11.5,1.46,1.63,1.42,17.03,14.53,2.50%,28.64%,1.71,26.49%,9.88%,93.56%,12.83%,19.44%,28.26%,3.11%,294.61,292.22,0.58%,-74.76%,83.13%,-1.60%,0.62%,0.98,3.78%,7.70%,4.24%,1.92,,0.71,0.73,31.53%,18.98%,9.17%,2.73%,-0.06%,-1.33%,5.37%,20.41%,21.78%,0.65,0.51,1.43%,1.41%,2.14%,-1.79%,6.21%,-8.24%,4.99%,-8.24%,43.98%,53.72,0.03%,-0.09%,2.4,1832.99,1.42,31.98,-0.06%,2608877,7/17/12 16:30
183,FISV,"Fiserv, Inc.",Services,Business Services,USA,9606.79,17.27,12.29,1.42,2.17,2.95,31.81,13.42,,0.00%,4.1,2.08%,11.20%,9.16%,12.13%,4.12%,75.84%,3.29%,135.67,133.14,1.84%,3.31%,87.06%,-1.48%,1.33%,2.56,6.64%,18.17%,7.74%,1.04,,1,1.05,41.56%,22.56%,12.59%,0.06%,1.64%,6.92%,8.49%,35.89%,20.55%,1.05,1.11,1.30%,1.51%,0.68%,0.40%,7.93%,-2.91%,4.21%,-2.91%,45.25%,52.55,0.03%,0.06%,2.1,690.52,0.8,70.81,0.08%,549385,7/30/12 16:30
184,FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks,USA,13223.12,9.22,9.34,1.84,3.16,0.96,5.53,14.76,2.22%,20.05%,1.56,84.11%,-3.14%,-11.53%,5.01%,-6.66%,14.13%,-1.72%,918.91,916.35,0.33%,60.24%,79.73%,1.98%,1.66%,1.5,1.32%,11.52%,,,,0.7,1.08,,33.75%,24.10%,0.98%,6.51%,7.63%,7.15%,59.71%,14.48%,2.13,0.24,1.39%,1.65%,1.96%,5.91%,8.65%,-0.69%,15.47%,-1.30%,61.76%,62.86,-0.42%,0.56%,2.1,10097.8,0.72,14.39,0.14%,7220427,7/19/12 8:30
185,FLIR,"FLIR Systems, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3102.57,13.97,12.92,1.12,2.12,1.99,7.22,15.65,1.36%,17.35%,1.47,-10.26%,9.66%,15.97%,12.53%,21.84%,49.08%,-13.60%,151.05,149.7,0.87%,9.14%,,-3.73%,2.87%,2.88,11.49%,14.61%,12.87%,5.76,4.08,0.16,0.16,53.27%,22.15%,15.89%,-0.68%,7.43%,-1.63%,-19.13%,-7.10%,-17.28%,0.82,0.44,1.33%,2.25%,-0.14%,3.51%,-11.97%,-3.47%,14.55%,-26.65%,14.55%,53.67,-0.87%,0.58%,2.6,1494.89,0.8,20.54,-0.29%,1198938,7/26/12 8:30
186,FLR,Fluor Corporation,Industrial Goods,Heavy Construction,USA,9008.03,15.24,12.29,1.29,0.35,2.54,4.04,59.83,1.19%,15.89%,3.54,72.19%,17.07%,18.16%,11.77%,10.68%,0.74%,18.14%,166.97,166.4,0.44%,13.96%,86.96%,-1.25%,2.15%,1.94,8.90%,17.17%,16.58%,1.65,1.06,0.14,0.15,4.54%,3.92%,2.78%,1.26%,13.10%,7.24%,-10.08%,0.04%,8.01%,1.44,1.24,1.55%,2.47%,3.97%,9.18%,0.10%,-1.46%,19.92%,-16.08%,23.20%,65.31,-0.85%,0.18%,1.7,1845.46,0.68,53.95,-0.66%,1262463,8/2/12 16:30
187,FLS,Flowserve Corp.,Industrial Goods,Diversified Machinery,USA,6497.09,16.21,12.37,0.81,1.4,3.25,37.08,19.85,1.13%,16.77%,7.84,10.99%,20.54%,30.69%,20.00%,8.06%,12.65%,5.02%,51.13,50.88,0.42%,22.89%,93.26%,-0.73%,6.35%,5.45,9.50%,20.11%,14.37%,1.49,0.84,0.21,0.4,33.17%,14.12%,9.38%,-0.16%,14.10%,18.97%,8.57%,57.52%,28.76%,1.66,2.6,1.45%,2.17%,3.71%,10.15%,16.06%,-2.37%,23.78%,-2.37%,91.94%,66.93,-1.34%,0.46%,1.6,592.23,1.15,127.07,-0.89%,681152,7/30/12 16:30
188,FMC,FMC Corp.,Basic Materials,Chemicals - Major Diversified,USA,7485.31,18.35,13.77,1.77,2.07,5.68,99.14,31.11,0.66%,11.00%,2.97,96.92%,13.79%,24.84%,10.38%,7.56%,1.59%,11.45%,137.32,136.65,0.56%,-11.51%,89.61%,-1.67%,1.69%,2.44,11.88%,31.14%,16.45%,1.96,1.4,0.61,0.65,34.99%,17.70%,12.11%,1.36%,1.30%,8.26%,10.93%,64.48%,27.15%,1.08,1.15,1.87%,1.98%,0.21%,2.64%,11.66%,-2.56%,11.06%,-3.26%,71.72%,53.5,-1.16%,0.40%,2,944.9,0.57,54.51,-0.76%,542177,7/31/12 16:30
189,FOSL,"Fossil, Inc.",Consumer Goods,"Recreational Goods, Other",USA,5342.97,18.26,14.37,0.99,1.98,4.76,38.43,27.41,,0.00%,4.81,22.20%,15.28%,32.52%,18.50%,16.16%,15.29%,14.27%,60.84,51.94,0.32%,-9.32%,88.24%,-2.08%,8.65%,3.24,19.78%,27.95%,25.22%,3.24,1.62,0.09,0.1,55.97%,17.19%,11.74%,3.86%,28.52%,21.68%,-24.24%,18.23%,10.66%,1.86,3.73,2.75%,4.12%,11.32%,18.17%,-7.46%,-6.02%,39.91%,-36.91%,39.91%,61.36,0.91%,-1.54%,2.3,1388.6,1.05,87.82,-0.64%,1451943,8/7/12 8:30
190,FRX,Forest Laboratories Inc.,Healthcare,Drug Manufacturers - Other,USA,9145.05,11.95,22.35,0.91,2.15,1.61,3.66,14.22,,0.00%,2.88,-0.61%,126.47%,20.49%,13.09%,5.91%,-77.20%,-28.72%,265.69,263.42,0.89%,3.96%,,-0.29%,2.13%,2.94,10.58%,14.08%,12.19%,4.2,3.86,0,0,78.38%,22.74%,18.24%,1.29%,0.41%,2.38%,8.10%,4.97%,13.75%,0.64,0.6,1.29%,1.96%,2.24%,0.07%,5.05%,-5.54%,10.04%,-5.54%,20.90%,56.98,0.26%,0.23%,2.6,1906.39,0.99,34.42,0.50%,1893794,7/17/12 8:30
191,FSLR,"First Solar, Inc.",Technology,Semiconductor - Specialized,USA,2099.46,,5.92,,0.67,0.62,2.82,1110.82,,,-6.45,-105.98%,-8.72%,35.94%,16.18%,82.95%,80.44%,79.69%,86.97,59.95,0.13%,-99.55%,72.04%,4.38%,48.83%,4.76,-10.65%,-15.76%,-12.51%,2.56,1.8,0.14,0.15,26.85%,-18.56%,-17.79%,20.46%,69.76%,77.50%,-40.32%,-72.47%,-28.50%,1.55,1.38,7.66%,7.20%,31.41%,49.52%,-12.41%,4.23%,96.42%,-76.70%,111.20%,74.77,4.64%,2.72%,2.8,6148.89,2.34,24.14,7.48%,14381325,8/1/12 16:30
192,FTI,"FMC Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,11377.88,26.81,18.43,2.06,2,7.12,41.33,,,0.00%,1.78,7.28%,23.92%,23.20%,13.00%,11.83%,19.79%,21.60%,238.38,237.31,1.15%,19.64%,98.89%,-0.98%,3.71%,3.94,9.44%,27.32%,15.22%,1.69,1.22,0.7,0.76,21.58%,10.49%,7.66%,0.29%,17.04%,14.10%,-7.77%,22.38%,-8.62%,1.32,1.07,1.53%,2.39%,2.79%,11.59%,0.72%,-1.16%,29.38%,-13.52%,38.51%,63.26,0.91%,0.60%,2.4,2231.58,0.5,47.73,1.51%,1115480,7/24/12 16:30
193,FTR,Frontier Communications Corporation,Technology,Telecom Services - Domestic,USA,4633.18,42.18,17.19,9.25,0.91,1.07,11.3,47.5,8.62%,550.28%,0.11,-36.00%,8.00%,-28.44%,4.56%,20.95%,-44.94%,-4.80%,998.53,995.81,0.39%,5.13%,61.37%,0.90%,23.29%,20.14,0.69%,2.25%,0.75%,0.84,,1.78,1.92,90.75%,16.12%,2.35%,-2.93%,26.43%,43.65%,6.42%,-25.88%,-5.11%,0.74,0.14,2.07%,3.47%,7.18%,14.57%,9.74%,-4.92%,34.10%,-31.57%,55.94%,66.41,-0.22%,0.00%,2.3,11514.42,0.63,4.64,-0.22%,7238157,7/31/12 16:30
194,GAS,AGL Resources Inc.,Utilities,Gas Utilities,USA,4676.12,22.87,13.35,4.55,1.47,1.37,31.6,40.31,4.62%,90.72%,1.74,-29.31%,12.45%,-4.79%,5.03%,-2.26%,26.52%,82.93%,117.52,116.99,0.34%,33.38%,59.90%,-2.29%,1.23%,3.08,2.02%,7.31%,2.49%,0.76,0.54,0.98,1.26,31.50%,15.59%,6.52%,-1.14%,1.30%,8.15%,-1.02%,10.16%,-2.74%,0.43,0.54,1.19%,1.38%,-0.54%,1.94%,2.35%,-4.06%,7.09%,-5.92%,10.70%,52.18,-0.80%,0.05%,3.5,465.8,0.57,39.79,-0.75%,267681,8/1/12 8:30
195,GCI,"Gannett Co., Inc.",Services,Publishing - Newspapers,USA,3584.7,9.17,7.14,1.48,0.69,1.52,17.74,6.65,5.16%,32.57%,1.69,-19.53%,-1.80%,-16.85%,6.18%,-7.39%,-18.59%,-2.09%,231.42,229.34,0.07%,97.57%,97.28%,-1.00%,11.39%,7.27,6.85%,16.88%,8.22%,1.14,1.07,0.7,0.7,41.72%,14.76%,8.65%,0.91%,8.32%,22.35%,2.24%,62.03%,19.34%,2.46,0.36,1.94%,2.15%,5.21%,8.38%,13.67%,-1.96%,23.92%,-1.96%,93.88%,65.92,-0.58%,0.00%,2.5,3592.8,0.78,15.49,-0.58%,2801573,7/16/12 8:30
196,GD,General Dynamics Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,23470.45,9.71,8.94,1.09,0.72,1.72,9.24,10.85,3.07%,28.33%,6.85,1.79%,4.94%,10.56%,8.89%,6.31%,-1.06%,0.55%,352.78,348.9,0.67%,31.78%,78.59%,-2.59%,1.30%,2.78,7.19%,17.88%,10.99%,1.27,0.65,0.21,0.29,18.01%,11.62%,7.59%,4.30%,4.08%,4.00%,-4.05%,17.79%,2.39%,1.25,1.16,1.66%,1.76%,4.48%,4.01%,0.33%,-0.09%,8.90%,-9.39%,27.07%,66.25,0.57%,0.03%,2.3,1630.77,1.15,66.53,0.60%,1879746,7/25/12 8:30
197,GE,General Electric Company,Industrial Goods,Diversified Machinery,USA,220151.82,16.81,12.05,1.32,1.52,1.83,2.96,18.22,3.26%,53.01%,1.24,7.36%,12.34%,-8.01%,12.73%,-0.57%,4.98%,2.46%,10558.84,10552.89,0.01%,-9.43%,54.34%,0.27%,0.82%,1.79,1.99%,10.60%,2.49%,,,2.52,3.57,40.89%,11.23%,9.83%,-0.43%,3.78%,9.62%,9.39%,43.10%,18.47%,1.6,0.3,1.07%,1.22%,0.16%,3.11%,11.54%,-1.60%,10.26%,-1.60%,52.83%,55.52,-0.52%,0.14%,2.1,48248.23,0.61,20.85,-0.38%,29528236,7/20/12 8:30
