"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (Year)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
133,"DHI","DR Horton Inc.","Industrial Goods","Residential Construction","USA",6603.12,8.14,23.24,0.81,1.60,1.89,7.30,,0.73%,5.34%,2.54,-70.70%,-66.54%,-43.46%,10.00%,-24.73%,2361.62%,15.09%,319.30,279.35,8.91%,-0.14%,88.76%,-1.95%,13.43%,5.46,14.67%,29.33%,17.80%,,,0.56,0.60,19.10%,4.31%,21.67%,0.34%,-4.17%,12.39%,39.64%,119.07%,65.18%,1.11,0.68,3.21%,3.32%,3.22%,9.22%,30.38%,-3.95%,27.78%,-3.95%,135.32%,60.59,3.25%,2.51%,2.70,6874.35,1.38,21.89,5.85%,3797900,7/27/2012 8:30:00 AM
134,"DHR","Danaher Corp.","Industrial Goods","Diversified Machinery","USA",39357.37,18.38,15.64,1.28,2.18,2.15,35.20,14.83,0.18%,3.14%,3.08,9.49%,12.07%,10.01%,14.34%,11.19%,32.49%,25.24%,695.36,584.23,0.34%,1.72%,77.49%,0.00%,2.04%,4.00,7.02%,12.64%,8.11%,1.64,1.18,0.26,0.27,50.47%,16.28%,12.20%,2.11%,3.27%,8.66%,3.59%,28.96%,20.50%,0.94,0.91,1.29%,1.62%,1.32%,3.44%,6.51%,-1.24%,7.40%,-1.24%,29.44%,58.56,-0.84%,0.57%,1.70,2972.90,1.02,56.44,-0.28%,1218514,10/18/2012 6:00:00 AM
135,"DIS","Walt Disney Co.","Services","Entertainment - Diversified","USA",91938.91,16.97,14.68,1.31,2.19,2.32,21.02,19.62,1.17%,19.91%,3.02,23.78%,13.31%,9.47%,12.95%,3.92%,30.90%,3.87%,1794.28,1654.42,0.10%,-1.10%,67.76%,0.05%,2.55%,5.17,8.24%,14.00%,10.19%,1.33,1.19,0.31,0.38,20.77%,21.59%,14.39%,-0.52%,-1.74%,3.83%,20.59%,56.03%,36.64%,1.18,0.69,1.23%,1.31%,-0.03%,1.75%,13.86%,-2.64%,6.08%,-2.64%,59.56%,53.20,1.15%,0.31%,2.30,8162.16,0.71,51.99,1.46%,2335129,11/8/2012 4:30:00 PM
136,"DISCA","Discovery Communications, Inc.","Services","CATV Systems","USA",15291.17,22.26,18.36,1.20,3.43,2.47,9.01,15.25,,0.00%,2.78,90.50%,21.66%,72.02%,18.60%,121.18%,23.17%,7.03%,247.15,234.63,0.39%,1.05%,,-0.14%,3.04%,5.56,8.85%,16.76%,9.37%,4.25,,0.80,0.81,68.84%,39.89%,24.43%,3.65%,5.62%,22.51%,18.62%,51.53%,51.01%,0.99,0.88,1.38%,1.47%,2.94%,8.70%,21.50%,-0.87%,18.59%,-0.87%,59.08%,72.31,-0.61%,0.53%,2.70,1284.71,0.63,61.82,-0.08%,326703,11/6/2012 7:00:00 AM
137,"DLTR","Dollar Tree, Inc.","Services","Discount, Variety Stores","USA",9332.97,18.09,14.22,1.04,1.34,6.13,24.57,21.30,,0.00%,2.24,29.80%,14.00%,26.72%,17.37%,10.81%,32.84%,10.52%,230.33,223.72,1.08%,-1.97%,89.37%,-0.06%,1.77%,1.40,21.20%,33.93%,27.05%,2.28,0.74,0.16,0.17,35.83%,12.04%,7.57%,-11.51%,-13.66%,-23.39%,-17.76%,1.43%,-2.50%,0.36,1.40,4.95%,2.72%,-12.92%,-15.22%,-15.86%,-23.49%,5.60%,-28.63%,12.50%,25.27,0.12%,-0.05%,2.20,2819.80,1.54,40.55,0.07%,1745159,11/15/2012
138,"DNB","Dun & Bradstreet Corp.","Technology","Information & Delivery Services","USA",3707.99,14.65,11.00,1.47,2.15,,31.26,18.25,1.84%,26.29%,5.64,5.85%,9.00%,7.54%,9.95%,3.58%,2.30%,-7.89%,44.88,44.71,0.70%,-7.51%,97.84%,-0.05%,9.87%,8.15,15.29%,,42.23%,0.46,,,,66.54%,23.74%,15.79%,1.67%,-1.21%,15.26%,3.34%,35.64%,12.07%,0.65,1.33,1.31%,1.50%,1.41%,1.83%,7.73%,-4.14%,14.71%,-4.14%,37.27%,55.97,0.00%,0.31%,3.10,541.73,0.29,82.88,0.31%,63299,10/22/2012
139,"DNR","Denbury Resources Inc.","Basic Materials","Independent Oil & Gas","USA",6556.51,10.48,13.20,0.62,2.69,1.27,233.24,,,0.00%,1.60,98.00%,-9.93%,11.82%,16.77%,25.85%,-15.51%,0.06%,391.20,383.49,0.80%,1.29%,91.37%,0.01%,2.63%,1.60,6.45%,13.34%,6.88%,0.80,,0.57,0.58,77.79%,42.83%,26.78%,1.09%,-3.01%,13.86%,-7.51%,17.86%,10.99%,1.49,0.52,2.30%,2.91%,1.69%,3.84%,-0.86%,-6.27%,12.49%,-21.62%,27.57%,55.41,-0.48%,0.42%,1.90,6306.28,0.84,16.75,-0.06%,2120864,11/6/2012 8:30:00 AM
140,"DO","Diamond Offshore Drilling Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",9623.66,11.58,12.94,1.09,3.07,2.15,7.12,40.23,0.72%,58.47%,5.98,0.76%,22.71%,6.22%,10.60%,10.11%,-24.42%,-17.01%,139.03,139.00,0.02%,56.16%,98.03%,0.11%,7.13%,7.70,12.05%,19.30%,12.75%,5.21,5.08,0.33,0.33,47.18%,34.82%,26.55%,3.95%,1.38%,9.80%,7.37%,24.79%,30.33%,0.95,1.42,1.89%,2.16%,3.87%,3.04%,9.18%,-5.73%,7.21%,-5.73%,36.09%,60.30,-0.59%,0.69%,2.70,1285.72,1.31,69.29,0.10%,675123,10/18/2012 8:30:00 AM
141,"DOV","Dover Corp.","Industrial Goods","Diversified Machinery","USA",10453.08,12.76,10.73,1.37,1.25,2.05,13.30,17.27,2.45%,27.58%,4.48,22.71%,13.40%,9.10%,9.35%,4.37%,-9.11%,8.10%,182.81,181.07,0.46%,-5.61%,86.14%,0.11%,2.57%,2.88,8.73%,16.80%,10.05%,2.54,1.81,0.43,0.43,37.82%,14.92%,10.07%,1.40%,-5.33%,9.52%,-5.24%,12.94%,0.12%,1.38,1.23,2.10%,2.03%,-4.11%,-3.57%,-4.16%,-9.17%,1.99%,-15.31%,14.24%,39.54,-0.36%,-1.73%,2.10,1613.18,3.17,55.99,-2.08%,2051738,10/17/2012 7:00:00 AM
142,"DOW","The Dow Chemical Company","Conglomerates","Conglomerates","USA",35835.47,19.05,11.42,2.82,0.61,1.55,8.68,79.28,4.28%,67.76%,1.57,18.91%,36.46%,-11.73%,6.75%,4.08%,-34.60%,-9.55%,1198.11,1196.20,0.08%,-1.03%,71.27%,-0.09%,1.80%,2.22,3.27%,9.34%,4.08%,1.84,1.17,0.79,0.89,14.70%,5.36%,3.84%,5.32%,-2.89%,-1.64%,-11.74%,16.97%,6.97%,2.33,0.64,2.14%,1.86%,3.86%,2.84%,-3.04%,-5.72%,8.14%,-14.27%,28.69%,59.69,1.10%,0.17%,2.90,9723.76,1.19,30.29,1.27%,4653407,10/25/2012
143,"DPS","Dr Pepper Snapple Group, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",9386.32,15.98,13.84,2.05,1.57,4.09,30.98,,3.05%,46.68%,2.79,25.88%,8.78%,6.39%,7.80%,4.66%,8.87%,2.47%,210.55,209.96,0.16%,-10.61%,98.44%,0.05%,5.26%,8.00,6.62%,25.91%,8.09%,0.80,0.68,0.88,1.19,57.39%,17.14%,10.05%,1.53%,1.25%,1.87%,12.09%,17.47%,15.70%,0.72,0.63,1.49%,1.34%,1.97%,1.14%,9.49%,-1.30%,4.49%,-1.30%,33.97%,58.22,1.22%,-0.45%,2.60,1379.55,0.47,44.92,0.76%,259218,10/24/2012 8:30:00 AM
144,"DRI","Darden Restaurants, Inc.","Services","Restaurants","USA",7105.70,15.10,12.61,1.30,0.88,3.82,137.97,,3.62%,48.11%,3.66,4.85%,12.60%,7.14%,11.60%,7.52%,8.85%,4.78%,128.61,127.73,0.74%,3.25%,88.26%,-0.02%,5.55%,5.32,8.28%,25.55%,11.58%,0.39,0.17,0.81,1.13,23.30%,7.88%,5.94%,0.93%,2.33%,8.29%,12.07%,25.88%,25.77%,0.86,0.89,1.33%,1.48%,0.44%,3.11%,10.44%,-3.63%,8.85%,-3.63%,37.83%,57.07,-0.18%,0.33%,2.40,1330.86,0.44,55.33,0.14%,235895,09/21/2012
145,"DTE","DTE Energy Co.","Utilities","Electric Utilities","USA",10466.44,16.34,15.23,3.68,1.20,1.47,56.58,1308.31,4.07%,62.83%,3.73,12.19%,4.71%,13.86%,4.44%,1.75%,-28.15%,-0.15%,171.75,170.86,0.27%,-17.29%,59.07%,0.11%,0.81%,1.93,2.55%,9.12%,2.83%,1.16,0.89,1.01,1.13,,15.51%,7.43%,0.36%,4.14%,1.20%,12.81%,25.94%,15.44%,0.58,0.60,1.02%,1.02%,2.15%,3.25%,9.31%,0.11%,6.45%,-0.93%,30.43%,66.41,0.44%,0.20%,3.00,717.77,0.42,61.33,0.64%,121116,10/24/2012 8:30:00 AM
146,"DTV","DIRECTV, Inc.","Services","CATV Systems","USA",31926.17,13.14,9.76,0.89,1.12,,14.97,13.43,,0.00%,3.87,39.85%,23.46%,25.41%,14.72%,13.03%,18.77%,9.45%,627.85,627.23,0.03%,-27.09%,86.24%,-0.26%,2.36%,3.41,13.92%,,18.28%,1.11,1.04,,,48.36%,17.14%,9.45%,-0.33%,-6.15%,4.63%,4.37%,10.62%,18.92%,0.86,0.91,1.57%,1.82%,-1.21%,-1.57%,6.69%,-6.93%,4.49%,-6.93%,23.87%,46.49,0.97%,0.00%,2.30,4327.58,0.82,51.35,0.97%,1430306,8/2/2012 8:30:00 AM
147,"DUK","Duke Energy Corporation","Utilities","Electric Utilities","USA",45458.63,19.21,14.57,5.44,3.13,1.28,25.83,,4.74%,90.11%,3.36,28.10%,7.79%,7.07%,3.53%,6.49%,1.92%,1.22%,704.13,702.99,0.15%,-0.94%,31.02%,2.16%,0.77%,1.38,2.45%,6.65%,2.69%,1.06,0.77,0.82,0.95,40.34%,17.64%,10.35%,-1.12%,0.65%,-1.18%,4.75%,12.14%,1.25%,0.33,0.67,1.07%,1.04%,1.10%,0.15%,1.95%,-3.51%,3.54%,-7.22%,15.13%,54.49,0.83%,0.25%,2.80,3920.42,0.50,65.26,1.08%,785568,11/8/2012 7:00:00 AM
148,"DV","DeVry, Inc.","Services","Education & Training Services","USA",1482.19,11.16,10.50,1.54,0.71,1.11,8.39,11.40,1.29%,14.04%,2.08,-55.31%,15.71%,14.40%,7.24%,17.49%,-88.64%,-7.47%,63.86,57.32,1.89%,12.07%,90.59%,0.26%,22.52%,7.02,7.72%,10.31%,9.36%,1.27,,0.00,0.00,53.31%,9.77%,6.81%,-3.29%,1.40%,-18.04%,-27.06%,-43.91%,-39.30%,0.54,0.86,4.27%,3.47%,-4.84%,3.61%,-24.51%,-10.87%,20.41%,-52.00%,22.87%,44.37,1.36%,-5.21%,2.50,1838.39,2.42,22.30,-3.92%,1780013,10/25/2012 4:30:00 PM
149,"DVA","DaVita, Inc.","Healthcare","Specialized Health Services","USA",10393.70,20.05,15.95,1.63,1.39,4.37,36.85,15.19,,0.00%,5.48,26.92%,17.78%,12.79%,12.30%,7.42%,-2.88%,16.16%,94.60,94.21,0.39%,186.13%,96.54%,0.30%,1.74%,2.19,7.18%,24.56%,8.93%,1.76,1.70,1.85,1.89,31.25%,16.31%,8.39%,1.90%,10.22%,11.37%,26.61%,78.24%,44.93%,0.49,2.02,1.94%,1.84%,5.06%,9.60%,21.75%,-0.78%,16.08%,-0.78%,79.66%,72.84,0.38%,0.16%,2.10,746.30,0.69,110.47,0.55%,207785,10/30/2012 4:30:00 PM
150,"DVN","Devon Energy Corporation","Basic Materials","Independent Oil & Gas","USA",24860.57,10.31,13.05,1.59,2.23,1.12,3.53,,1.30%,12.38%,5.96,-3.63%,49.05%,-2.77%,6.47%,3.24%,167.73%,-20.53%,404.50,378.06,0.63%,2.82%,76.79%,0.04%,1.96%,2.46,5.98%,11.11%,6.76%,1.86,1.81,0.38,0.48,79.37%,33.00%,22.00%,0.64%,-2.66%,4.99%,-7.23%,4.26%,0.08%,1.14,1.24,1.80%,1.95%,3.50%,4.55%,-0.42%,-1.83%,10.86%,-17.21%,16.62%,60.52,2.43%,-0.28%,2.00,3016.87,0.77,62.78,2.15%,926157,11/07/2012
151,"EA","Electronic Arts Inc.","Technology","Multimedia & Graphics Software","USA",4451.09,73.58,11.27,4.17,1.09,1.74,3.09,32.73,,0.00%,0.19,127.04%,16.98%,-1.16%,17.66%,6.03%,-4.22%,-4.40%,318.39,305.04,0.52%,51.11%,89.88%,0.03%,4.92%,2.51,1.22%,2.11%,1.69%,1.46,1.42,0.21,0.21,61.87%,0.56%,1.37%,7.46%,-1.62%,21.57%,-7.23%,-41.33%,-32.14%,1.21,0.37,2.51%,2.98%,6.06%,4.41%,-6.18%,-5.26%,14.34%,-46.92%,28.78%,60.56,-0.22%,-0.57%,2.40,5988.88,0.94,13.87,-0.79%,2260531,7/31/2012 4:30:00 PM
152,"EBAY","eBay Inc.","Services","Catalog & Mail Order Houses","USA",62165.44,16.93,17.74,1.24,4.77,3.29,10.84,32.44,,0.00%,2.85,81.29%,16.24%,25.51%,13.62%,14.31%,145.64%,23.12%,1288.67,1155.21,9.59%,-7.28%,82.32%,-0.06%,1.01%,1.06,14.06%,21.25%,18.59%,1.95,,0.08,0.11,69.86%,20.26%,28.66%,4.37%,-4.44%,19.23%,34.49%,45.21%,59.05%,1.48,1.11,2.19%,2.15%,0.01%,1.64%,20.09%,-4.47%,10.64%,-4.47%,71.88%,52.31,-0.26%,0.56%,2.10,10994.57,0.99,48.38,0.30%,4362903,10/17/2012 4:30:00 PM
153,"ECL","Ecolab Inc.","Consumer Goods","Cleaning Products","USA",20118.84,38.64,19.48,2.38,2.15,3.58,65.99,,1.16%,45.24%,1.78,-14.41%,18.46%,5.91%,16.23%,6.79%,16.03%,74.16%,292.51,291.54,0.35%,3.09%,85.93%,0.03%,1.03%,2.02,4.30%,11.99%,5.64%,1.13,0.82,0.87,1.12,45.89%,9.58%,5.03%,7.22%,7.72%,1.34%,10.47%,32.70%,19.72%,0.68,1.06,2.17%,1.46%,7.15%,6.97%,9.61%,0.97%,10.34%,0.77%,35.66%,73.18,1.36%,-0.32%,1.90,1479.55,1.22,69.49,1.03%,723841,10/30/2012
154,"ED","Consolidated Edison Inc.","Utilities","Electric Utilities","USA",17517.15,16.57,15.58,5.15,1.41,1.39,12.68,330.51,4.05%,66.54%,3.61,2.89%,1.86%,3.84%,3.22%,1.58%,29.65%,-7.42%,292.88,292.68,0.15%,2.33%,43.19%,-0.09%,2.23%,4.94,2.82%,9.32%,3.10%,0.94,0.86,0.85,1.03,32.46%,18.09%,8.62%,-0.23%,0.34%,-4.91%,5.15%,7.40%,-0.65%,0.22,0.60,0.97%,0.95%,0.71%,-0.87%,1.45%,-6.19%,2.05%,-7.86%,10.68%,50.71,0.53%,0.15%,3.30,1322.40,0.57,60.22,0.69%,301181,11/05/2012
155,"EFX","Equifax Inc.","Financial","Credit Services","USA",6056.53,21.59,15.84,1.77,2.94,3.36,33.08,19.26,1.42%,28.87%,2.34,0.61%,9.62%,-2.48%,12.18%,4.85%,124.69%,10.00%,119.86,118.75,0.96%,-6.50%,92.18%,0.28%,0.95%,1.54,8.45%,16.02%,9.29%,1.76,,0.53,0.54,61.72%,24.73%,14.39%,3.61%,6.09%,3.65%,15.05%,55.05%,32.04%,1.03,0.71,1.29%,1.33%,5.24%,7.30%,13.18%,-1.75%,12.03%,-1.75%,62.21%,72.78,-0.36%,0.22%,2.50,734.12,0.39,50.46,-0.14%,115278,10/24/2012 4:30:00 PM
156,"EIX","Edison International","Utilities","Electric Utilities","USA",15407.56,,17.51,,1.19,1.32,13.11,,2.75%,,-0.76,-102.74%,8.87%,-11.36%,2.86%,0.95%,-59.05%,2.48%,325.81,325.36,0.01%,-9.47%,79.11%,0.05%,0.96%,1.79,-0.34%,-2.37%,-0.38%,1.05,0.92,1.17,1.24,28.38%,0.51%,-1.29%,0.83%,6.46%,4.32%,11.11%,27.57%,15.91%,0.58,0.53,1.06%,1.17%,2.80%,5.65%,9.22%,-0.11%,10.98%,-0.11%,29.49%,73.11,0.23%,0.19%,1.90,1740.05,0.51,47.49,0.42%,356721,11/01/2012
157,"EL","Estee Lauder Companies Inc.","Consumer Goods","Personal Products","USA",25169.40,30.07,22.02,2.17,2.59,9.25,18.68,50.14,0.81%,23.81%,2.16,23.94%,14.79%,14.86%,13.87%,6.66%,26.41%,9.25%,387.46,228.12,0.30%,-3.33%,95.33%,-0.33%,2.86%,2.97,13.38%,31.96%,19.63%,1.81,1.35,0.39,0.47,79.47%,13.50%,8.86%,3.87%,6.51%,23.52%,3.01%,37.13%,15.67%,1.32,1.08,1.48%,1.64%,3.17%,6.29%,10.68%,-0.71%,22.30%,-1.62%,39.66%,64.25,-0.62%,-0.03%,2.20,2193.00,0.56,64.54,-0.65%,488450,11/1/2012 8:30:00 AM
158,"EMC","EMC Corporation","Technology","Data Storage Devices","USA",55217.32,21.74,13.36,1.55,2.63,2.64,9.77,10.47,,0.00%,1.21,24.72%,14.53%,15.37%,14.07%,12.39%,22.51%,9.62%,2098.72,2093.62,0.53%,18.04%,81.78%,0.02%,2.04%,2.63,8.41%,13.66%,12.20%,1.19,1.08,0.00,0.08,62.26%,18.23%,13.50%,0.65%,-4.60%,4.90%,-9.71%,16.01%,22.14%,1.12,0.58,2.12%,2.12%,-4.84%,-4.55%,-2.71%,-9.12%,0.67%,-14.63%,20.52%,37.50,-0.74%,-1.94%,1.80,16225.55,1.85,25.61,-2.66%,12049369,7/24/2012 7:00:00 AM
159,"EMN","Eastman Chemical Co.","Basic Materials","Chemicals - Major Diversified","USA",7909.52,13.43,9.14,1.70,1.10,3.73,2.64,24.41,1.82%,24.13%,4.26,59.67%,18.79%,12.34%,7.90%,1.15%,-17.00%,-1.70%,138.23,137.61,0.38%,-7.08%,89.58%,0.44%,2.20%,1.97,8.19%,29.83%,9.55%,5.15,4.29,1.80,1.81,22.97%,13.87%,8.34%,1.62%,-0.95%,15.06%,9.24%,57.11%,48.74%,2.00,1.42,2.83%,2.29%,1.19%,2.39%,12.26%,-3.86%,8.11%,-3.86%,66.87%,54.16,-0.19%,0.26%,2.10,1539.78,0.56,57.26,0.07%,345476,10/25/2012 4:30:00 PM
160,"EMR","Emerson Electric Co.","Industrial Goods","Industrial Equipment & Components","USA",35551.40,14.90,13.32,1.52,1.47,3.43,15.51,29.98,3.27%,47.05%,3.28,25.18%,9.55%,7.86%,9.82%,4.18%,15.65%,3.12%,727.32,724.49,0.38%,-2.12%,71.34%,-0.16%,1.78%,3.52,10.21%,22.67%,14.36%,1.35,1.03,0.36,0.56,39.61%,14.90%,10.19%,-0.24%,-2.71%,4.44%,-1.75%,9.87%,7.43%,1.21,0.74,1.35%,1.46%,0.47%,-1.77%,0.87%,-7.36%,2.98%,-7.36%,13.47%,47.25,-0.20%,0.61%,2.30,3661.04,0.63,49.08,0.41%,917097,11/06/2012
161,"EOG","EOG Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",30712.07,22.21,20.91,1.59,2.70,2.30,109.54,,0.60%,12.87%,5.12,549.16%,17.49%,-4.79%,13.95%,20.85%,33.58%,13.19%,270.02,268.32,0.86%,7.90%,91.85%,0.21%,1.44%,2.11,5.53%,10.86%,6.17%,1.10,0.87,0.38,0.38,88.95%,22.02%,12.14%,2.58%,-2.13%,17.80%,9.57%,40.65%,16.23%,1.06,2.50,2.10%,1.95%,3.11%,3.84%,9.53%,-3.62%,9.40%,-3.62%,44.52%,59.57,0.56%,0.70%,1.90,1830.53,0.59,115.18,1.27%,436030,11/5/2012 4:30:00 PM
162,"EQR","Equity Residential","Financial","REIT - Residential","USA",16967.93,161.06,39.15,20.31,8.04,2.88,380.53,,2.39%,319.73%,0.35,164.86%,-15.29%,24.16%,7.93%,3.16%,178.51%,13.20%,301.01,294.84,1.20%,0.56%,,0.02%,2.74%,4.91,0.79%,2.07%,0.84%,,,1.60,1.60,64.29%,29.77%,6.19%,0.95%,-5.89%,-12.71%,-7.42%,8.57%,0.52%,1.18,0.86,1.23%,1.59%,-1.29%,-4.28%,-5.50%,-9.50%,1.10%,-13.89%,10.98%,38.09,-0.81%,0.64%,2.80,1647.18,0.95,56.27,-0.18%,625002,10/22/2012
163,"EQT","EQT Corporation","Utilities","Gas Utilities","USA",9053.19,24.40,26.54,1.58,5.58,2.48,9.21,,1.45%,35.25%,2.48,103.72%,49.02%,12.54%,15.45%,5.28%,-64.17%,-8.15%,149.59,147.72,0.07%,-0.80%,82.96%,0.15%,2.28%,2.91,4.65%,10.85%,5.02%,1.74,1.63,0.69,0.75,69.42%,33.34%,23.00%,0.05%,4.20%,8.85%,32.75%,-2.98%,11.89%,0.83,1.25,2.01%,1.95%,3.24%,7.07%,17.85%,-0.57%,15.79%,-15.15%,40.18%,61.28,0.11%,0.69%,1.90,1156.87,0.42,61.01,0.81%,194991,10/25/2012 8:30:00 AM
164,"ESRX","Express Scripts Inc.","Healthcare","Health Care Plans","USA",52414.99,32.16,14.40,1.76,0.83,2.37,36.91,20.25,,0.00%,2.01,14.09%,21.35%,24.73%,18.31%,16.43%,-68.53%,143.74%,810.75,805.80,0.16%,-4.72%,83.86%,0.11%,1.08%,1.95,3.09%,8.80%,4.16%,0.75,0.64,0.74,0.82,7.30%,3.59%,1.66%,3.29%,3.27%,12.06%,10.74%,61.30%,44.66%,1.07,1.11,1.41%,1.73%,1.64%,3.48%,15.58%,-2.13%,15.57%,-2.13%,69.69%,59.88,-0.02%,0.02%,1.90,4462.17,0.73,64.65,0.00%,1302684,8/7/2012 4:30:00 PM
165,"ESV","Ensco plc","Basic Materials","Oil & Gas Drilling & Exploration","United Kingdom",13260.55,12.73,8.07,0.83,3.30,1.16,58.49,,2.62%,32.63%,4.49,-18.74%,34.09%,-6.96%,15.43%,11.73%,148.39%,90.00%,231.99,230.79,0.48%,8.79%,89.75%,3.97%,4.67%,2.93,5.87%,9.37%,6.28%,1.27,1.09,0.42,0.43,50.12%,32.45%,26.06%,3.34%,-1.82%,15.33%,11.36%,29.06%,24.48%,1.32,1.21,2.04%,2.18%,4.36%,2.90%,11.42%,-5.92%,8.05%,-5.92%,41.00%,61.90,0.42%,0.77%,2.10,3670.79,0.29,57.84,1.19%,431147,11/1/2012 8:30:00 AM
166,"ETFC","E*TRADE Financial Corporation","Financial","Investment Brokerage - National","USA",2634.52,16.18,16.46,1.04,1.17,0.52,1.23,3.08,,0.00%,0.57,501.25%,33.33%,-48.11%,15.60%,-8.74%,-16.27%,-11.11%,285.74,284.77,0.10%,146.88%,85.97%,-0.34%,4.55%,2.62,0.35%,3.37%,0.44%,,,0.84,1.76,54.41%,14.68%,7.41%,2.33%,-3.15%,16.71%,-7.52%,-0.97%,15.83%,2.20,0.28,2.69%,2.91%,2.65%,4.85%,2.78%,-7.93%,17.45%,-20.53%,31.21%,56.82,0.65%,0.11%,2.80,4951.83,0.83,9.29,0.76%,1641170,10/18/2012 4:30:00 PM
167,"ETN","Eaton Corporation","Industrial Goods","Industrial Electrical Equipment","USA",15529.60,11.00,9.64,1.20,0.96,1.96,13.19,30.51,3.30%,34.15%,4.18,43.92%,10.67%,6.07%,9.20%,5.58%,15.77%,-0.54%,337.60,336.08,0.39%,25.80%,92.37%,8.76%,11.73%,9.56,7.75%,17.65%,9.67%,1.66,1.20,0.46,0.55,30.26%,9.94%,8.78%,-0.63%,-1.86%,19.60%,-0.63%,17.17%,9.19%,1.53,0.98,2.26%,2.07%,0.16%,1.10%,3.20%,-4.70%,8.83%,-10.18%,29.93%,52.39,0.80%,0.24%,2.10,4123.02,0.49,46.48,1.04%,808303,10/31/2012 8:30:00 AM
168,"ETR","Entergy Corporation","Utilities","Electric Utilities","USA",12483.74,12.65,13.17,12.78,1.16,1.34,38.91,,4.71%,58.95%,5.57,13.40%,-2.01%,7.09%,0.99%,0.54%,16.55%,-10.16%,177.20,176.43,0.34%,11.06%,81.67%,1.67%,2.07%,3.61,2.54%,11.29%,2.72%,1.05,0.68,1.29,1.35,11.05%,11.40%,9.43%,-0.34%,3.10%,-0.35%,8.94%,11.90%,0.03%,0.50,0.85,1.31%,1.14%,1.83%,2.30%,5.86%,-1.65%,5.84%,-3.60%,14.06%,62.95,0.44%,0.33%,2.80,1013.76,0.39,70.99,0.77%,159596,10/30/2012 8:30:00 AM
169,"EW","Edwards Lifesciences Corp.","Healthcare","Medical Appliances & Equipment","USA",10269.26,42.46,26.98,2.02,5.76,7.13,20.29,45.08,,0.00%,2.09,8.40%,27.52%,13.50%,21.00%,10.11%,18.27%,11.78%,115.71,114.97,0.81%,-10.50%,91.33%,-0.24%,1.73%,1.98,12.14%,17.56%,14.23%,4.50,3.56,0.13,0.13,71.85%,16.91%,13.88%,4.91%,-14.66%,-13.08%,22.06%,29.51%,25.53%,0.54,3.15,3.08%,2.33%,-12.81%,-13.50%,-0.04%,-20.90%,5.56%,-20.90%,42.30%,31.41,-1.94%,0.70%,2.20,1002.18,0.98,87.64,-1.25%,393452,10/19/2012 4:30:00 PM
170,"EXC","Exelon Corporation","Utilities","Diversified Utilities","USA",31146.77,15.02,13.93,,1.56,1.40,23.09,138.43,5.76%,110.45%,2.43,-2.95%,-4.73%,9.79%,-2.67%,3.87%,-64.22%,32.43%,853.57,853.01,0.04%,9.63%,60.27%,-0.09%,1.06%,1.60,2.62%,9.37%,2.90%,1.45,1.33,0.82,0.88,29.06%,16.65%,8.52%,0.97%,2.79%,-4.75%,-0.79%,-10.37%,-12.72%,0.51,0.45,1.49%,1.09%,2.94%,1.41%,-1.39%,-4.19%,6.88%,-15.32%,6.88%,61.35,0.86%,0.30%,2.80,5655.46,0.57,36.92,1.16%,1280713,10/31/2012
171,"EXPD","Expeditors International of Washington Inc.","Services","Air Delivery & Freight Services","USA",7421.54,20.98,18.46,1.70,1.23,3.63,5.44,23.07,1.59%,31.20%,1.68,12.80%,14.37%,11.14%,12.33%,5.83%,-10.61%,-4.83%,210.54,208.03,0.21%,9.95%,90.37%,-0.08%,2.36%,2.92,12.29%,18.39%,17.81%,2.72,,0.00,0.00,31.04%,9.57%,5.99%,1.29%,-8.39%,-8.32%,-23.64%,-17.60%,-13.33%,0.87,0.66,1.81%,1.86%,-0.83%,-3.61%,-11.43%,-10.01%,3.80%,-24.69%,3.80%,42.99,0.37%,0.34%,2.60,1678.46,2.23,35.50,0.71%,1502229,11/06/2012
